Date,`Total Confirmed Cases`,Cured,Deaths
18-04-2020,328,42,5
18-04-2020,33,0,2
18-04-2020,371,92,13
18-04-2020,396,255,3
18-04-2020,18,14,0
18-04-2020,1355,69,69
18-04-2020,3323,331,201
18-04-2020,2,1,0
18-04-2020,11,0,1
18-04-2020,1,0,0
18-04-2020,0,0,0
18-04-2020,60,21,1
18-04-2020,7,3,0
18-04-2020,202,27,13
18-04-2020,1229,183,11
18-04-2020,1323,283,15
18-04-2020,791,186,18
18-04-2020,2,1,0
18-04-2020,42,9,0
18-04-2020,969,86,14
18-04-2020,287,55,10
19-04-2020,14,11,0
19-04-2020,603,42,15
19-04-2020,1,0,0
19-04-2020,35,12,1
19-04-2020,86,37,2
19-04-2020,23,10,0
19-04-2020,36,24,0
19-04-2020,1893,72,43
19-04-2020,7,6,0
19-04-2020,1604,94,58
19-04-2020,233,87,3
19-04-2020,39,16,1
19-04-2020,341,51,5
19-04-2020,35,0,2
19-04-2020,384,104,14
19-04-2020,400,257,3
19-04-2020,18,14,0
19-04-2020,1407,127,70
19-04-2020,3651,365,211
19-04-2020,2,1,0
19-04-2020,11,0,1
19-04-2020,1,0,0
19-04-2020,0,0,0
19-04-2020,61,24,1
19-04-2020,7,3,0
19-04-2020,219,31,16
19-04-2020,1351,183,11
19-04-2020,1372,365,15
19-04-2020,844,186,18
19-04-2020,2,1,0
19-04-2020,42,9,0
19-04-2020,1084,108,17
19-04-2020,310,62,12
20-04-2020,15,11,0
20-04-2020,722,92,20
20-04-2020,1,0,0
20-04-2020,35,17,1
20-04-2020,96,42,2
20-04-2020,26,13,0
20-04-2020,36,25,0
20-04-2020,2003,290,45
20-04-2020,7,7,0
20-04-2020,1851,106,67
20-04-2020,233,87,3
20-04-2020,39,16,1
20-04-2020,350,56,5
20-04-2020,42,0,2
20-04-2020,395,111,16
20-04-2020,402,270,3
20-04-2020,18,14,0
20-04-2020,1485,127,74
20-04-2020,4203,507,223
20-04-2020,2,2,0
20-04-2020,11,0,1
20-04-2020,1,0,0
20-04-2020,0,0,0
20-04-2020,68,24,1
20-04-2020,7,3,0
20-04-2020,219,31,16
20-04-2020,1478,183,14
20-04-2020,1477,411,15
20-04-2020,873,190,21
20-04-2020,2,1,0
20-04-2020,44,11,0
20-04-2020,1176,129,17
20-04-2020,339,66,12
21-04-2020,16,11,0
21-04-2020,757,96,22
21-04-2020,1,1,0
21-04-2020,35,19,1
21-04-2020,114,42,2
21-04-2020,26,13,0
21-04-2020,36,25,0
21-04-2020,2081,431,47
21-04-2020,7,7,0
21-04-2020,2066,131,77
21-04-2020,254,127,3
21-04-2020,39,16,1
21-04-2020,368,71,5
21-04-2020,46,0,2
21-04-2020,415,114,17
21-04-2020,408,291,3
21-04-2020,18,14,0
21-04-2020,1540,127,76
21-04-2020,4669,572,232
21-04-2020,2,2,0
21-04-2020,11,0,1
21-04-2020,1,0,0
21-04-2020,0,0,0
21-04-2020,74,24,1
21-04-2020,7,3,0
21-04-2020,245,39,16
21-04-2020,1576,205,25
21-04-2020,1520,457,17
21-04-2020,919,190,23
21-04-2020,2,1,0
21-04-2020,46,18,0
21-04-2020,1294,140,20
21-04-2020,392,73,12
22-04-2020,17,11,0
22-04-2020,813,120,24
22-04-2020,1,1,0
22-04-2020,35,19,1
22-04-2020,126,46,2
22-04-2020,27,14,0
22-04-2020,36,26,0
22-04-2020,2156,611,47
22-04-2020,7,7,0
22-04-2020,2272,144,95
22-04-2020,254,127,3
22-04-2020,39,16,1
22-04-2020,380,81,5
22-04-2020,45,0,3
22-04-2020,425,129,17
22-04-2020,427,323,3
22-04-2020,18,14,0
22-04-2020,1592,148,80
22-04-2020,5221,722,251
22-04-2020,2,2,0
22-04-2020,12,0,1
22-04-2020,1,0,0
22-04-2020,82,30,1
22-04-2020,7,3,0
22-04-2020,251,49,16
22-04-2020,1801,230,25
22-04-2020,1596,635,18
22-04-2020,945,194,23
22-04-2020,2,1,0
22-04-2020,46,19,0
22-04-2020,1412,165,21
22-04-2020,423,73,15
23-04-2020,18,11,0
23-04-2020,895,141,27
23-04-2020,1,1,0
23-04-2020,35,19,1
23-04-2020,148,46,2
23-04-2020,27,14,0
23-04-2020,36,28,0
23-04-2020,2248,724,48
23-04-2020,7,7,0
23-04-2020,2407,179,103
23-04-2020,262,140,3
23-04-2020,40,18,1
23-04-2020,407,92,5
23-04-2020,49,8,3
23-04-2020,443,141,17
23-04-2020,438,324,3
23-04-2020,18,14,0
23-04-2020,1695,148,81
23-04-2020,5652,789,269
23-04-2020,2,2,0
23-04-2020,12,0,1
23-04-2020,1,0,0
23-04-2020,83,32,1
23-04-2020,7,3,0
23-04-2020,277,65,16
23-04-2020,1890,230,27
23-04-2020,1629,662,18
23-04-2020,960,197,24
23-04-2020,2,1,0
23-04-2020,46,23,0
23-04-2020,1509,187,21
23-04-2020,456,79,15
24-04-2020,22,11,0
24-04-2020,955,145,29
24-04-2020,1,1,0
24-04-2020,36,19,1
24-04-2020,176,46,2
24-04-2020,27,14,0
24-04-2020,36,28,0
24-04-2020,2376,808,50
24-04-2020,7,7,0
24-04-2020,2624,258,112
24-04-2020,272,156,3
24-04-2020,40,18,1
24-04-2020,427,92,5
24-04-2020,55,8,3
24-04-2020,463,150,18
24-04-2020,448,324,3
24-04-2020,18,14,0
24-04-2020,1852,203,83
24-04-2020,6430,840,283
24-04-2020,2,2,0
24-04-2020,12,0,1
24-04-2020,1,0,0
24-04-2020,90,33,1
24-04-2020,7,3,0
24-04-2020,277,65,16
24-04-2020,1964,230,27
24-04-2020,1683,752,20
24-04-2020,984,253,26
24-04-2020,2,1,0
24-04-2020,47,24,0
24-04-2020,1604,206,24
24-04-2020,514,103,15
